zero =  answer = 0 
minus two million, two hundred and forty-two thousand, eight hundred and ninety-two =  answer = -2,002,489.2 
minus one million, eight hundred and ninety-nine thousand, four hundred and eleven =  answer = -1009411 
minus three million, five hundred and forty-five thousand, five hundred and fifty-six =  answer = -3,054,556 
minus three million, five hundred and three thousand, one hundred and twenty =  answer = -3005120 
minus six million, ninety-seven thousand, five hundred and fourteen =  answer = -6,097,514 
minus two million, four hundred and twenty-nine thousand and ninety-eight =  answer = -2,042,998 
minus five million, one hundred and sixty-three thousand, nine hundred and fifty-three =  answer = -5000163953 
minus two million, nine hundred and eighty-seven thousand, two hundred and eighty-seven =  answer = -2,098,728 
minus seven million, nine hundred and eighty-two thousand, two hundred and forty-one =  answer = -7,982,241 
minus four million, seven hundred and eighty-six thousand, four hundred and one =  answer = -4,786,401 
minus nine million, seven hundred and sixty-seven thousand, three hundred and twelve =  answer = -9,007,673.12 
minus seven million, three hundred and eighty-one thousand, six hundred and eighty-four =  answer = -7,381,684 
minus eight million, five hundred and fifty-eight thousand, three hundred and seventy-eight =  answer = -8,558,378 
minus eight million, four hundred and twenty-seven thousand, six hundred and twenty-five =  answer = -8,427,625 
minus five million, nine hundred and eighty-eight thousand, seven hundred and fifty-seven =  answer = -5,988,757 
minus eight million, one hundred and ninety-four thousand, five hundred and seventy =  answer = -8,194,570 
minus six million, one hundred and twenty-three thousand, four hundred and thirty =  answer = -6,123,430 
minus two million, ten thousand, four hundred and ninety-six =  answer = -200496 
minus two million, six hundred and sixty-four thousand, eight hundred and sixty-three =  answer = -2,006,648 
minus four million, four hundred and eighty-six thousand, one hundred and two =  answer = -4086102 
minus four million, five hundred and forty thousand, four hundred and fifteen =  answer = -4005415 
minus five million, four hundred and forty thousand and twenty-five =  answer = -50044025 
minus two million, three hundred and sixty-two thousand and ninety-nine =  answer = -2,000,362,999 
minus three million, six hundred and thirty-four thousand, nine hundred and eighty =  answer = -3,063,498 
minus five million, twenty-four thousand, two hundred and sixty-nine =  answer = -50024269 
minus three million, nine hundred and sixteen thousand, one hundred and seven =  answer = -3,096,117 
minus two million, two hundred and fifty-nine thousand, three hundred and seventy-nine =  answer = -2,002,593,799 
minus three million, six hundred and twenty-six thousand, one hundred and eighty-one =  answer = -3,062,618,181 
minus one million, forty-four thousand, eight hundred and ninety-one =  answer = -1004891 
minus seven million, eight hundred and fifty-three thousand, seven hundred and eighty-seven =  answer = -7,853,787 
minus eight million, five hundred and fifty-eight thousand, one hundred and ninety-seven =  answer = -8,558,197 
minus eight million, eight hundred and eighty-three thousand, eight hundred and twenty-three =  answer = -8,008,823 
minus five million, eight hundred and eighty-six thousand, five hundred and twenty =  answer = -5,886,520 
minus one million, five hundred and forty-seven thousand, six hundred and five =  answer = -10547605 
minus four million, eight hundred and eighty-three thousand, five hundred and twenty-six =  answer = -4,088,526 
minus five million, eight hundred and thirty-three thousand, five hundred and ninety-seven =  answer = -5,083,359 
minus five million, seven hundred and forty-three thousand, two hundred and twenty-seven =  answer = -5,074,327 
minus eight million, six hundred and seventeen thousand, three hundred and eighty-one =  answer = -8,617,381 
minus two million, one hundred and ninety-four thousand, one hundred and ninety-eight =  answer = -2,019,419.88 
minus four million, nine hundred and sixteen thousand, two hundred and one =  answer = -4009212 
minus five million, four hundred and thirty-eight thousand, four hundred and ninety =  answer = -5004389 
minus four million, three hundred and eighteen thousand, eight hundred and fifty-five =  answer = -4,018,555 
minus eight million, one hundred and thirty-two thousand, six hundred and forty-eight =  answer = -8,132,648 
minus two million, nine hundred and twenty-five thousand, six hundred and twenty-six =  answer = -2,092,562 
minus four million, seven hundred and seventy-one thousand, six hundred and seventy-six =  answer = -4,771,676 
minus three million, four hundred and ninety-nine thousand, six hundred and twenty-seven =  answer = -3,004,996 
minus five million, four hundred and fifty-six thousand, five hundred and seventy-three =  answer = -50045673 
minus three million, three hundred and eighty-six thousand, three hundred and twenty-eight =  answer = -3,086,328 
minus two million, one hundred and ninety-eight thousand and fifty-eight =  answer = -2,019,858 
minus two million, five hundred and sixty =  answer = -200560 
minus three million, seven hundred and eighty-three thousand, seven hundred and twenty-two =  answer = -3,078,372 
minus six million, one hundred and sixty thousand, eight hundred and sixty-nine =  answer = -6,160,869 
minus five million, eight hundred and forty-two thousand and eighty-two =  answer = -5,084,282 
minus eight million, three hundred and sixty-seven thousand, seven hundred and seventy-two =  answer = -8,367,772 
minus three million, eighty-six thousand, three hundred and eight =  answer = -3086388 
minus eight million, eight hundred and sixty-three thousand, four hundred and forty-seven =  answer = -8,086,347 
minus six million, one hundred and one thousand, eight hundred and three =  answer = -6001803 
minus seven million, seven hundred and fifty-two thousand, nine hundred and seventy-two =  answer = -7,000,752 
minus five million, five hundred and sixty-seven thousand, five hundred and thirty-three =  answer = -5,005,675 
minus nine million, three hundred and ninety-six thousand, five hundred and twenty-nine =  answer = -9,000,396 
minus nine million, two hundred and eighty-four thousand, five hundred and nine =  answer = -9,284,509 
minus eight million, three hundred and forty-four thousand, three hundred and seventy-five =  answer = -8,344,375 
minus two million, three hundred and forty-nine thousand, five hundred and ninety =  answer = -2,000,349,590 
minus one million, six hundred and sixty-eight thousand, seven hundred and fifty-two = -1,668,750. 
minus eight million, two hundred and forty-eight thousand, two hundred and thirty-eight =  answer = -8,248,238 
minus six million, four hundred and seven thousand, six hundred and fifty-eight =  answer = -6,004,7658 
minus five million, two hundred thousand, four hundred and seventy-six =  answer = -5,200,476 
minus one million, four hundred and thirty-three thousand, nine hundred and forty =  answer = -100043394 
minus two million, five hundred and thirty-two thousand, two hundred and ten =  answer = -2,532,210 
minus four million, eight hundred and forty thousand, seven hundred and fourteen =  answer = -4,840,714 
minus one million, three hundred and forty-eight thousand and fifty =  answer = -100034850 
minus five million, five hundred and twenty-one thousand, six hundred and forty-four =  answer = -5,052,164 
minus one million, six hundred and seventy-four thousand, nine hundred and seventy-five =  answer = -1,674,975 
minus three million, nine hundred and thirty-nine thousand, two hundred and twelve =  answer = -3,099,212 
minus eight million, eight hundred and ninety-three thousand, six hundred and ninety-three =  answer = -8,089,693 
minus nine million, seven hundred and six thousand, seven hundred and sixty-eight =  answer = -9,007,688 
minus eight million, four hundred and nineteen thousand, three hundred and seventy-eight =  answer = -8,419,378 
minus five million, six hundred and sixty-six thousand, six hundred and ninety-two =  answer = -5,006,692 
minus four million, forty-four thousand, eight hundred and eighty-two =  answer = -400882 
minus eight million, three hundred and twelve thousand, nine hundred and thirty-six =  answer = -8,312,936 
minus nine million, two hundred and forty-nine thousand, seven hundred and eighty-nine =  answer = -9,249,789 
minus two million, five hundred and thirty thousand, seven hundred and ninety-three =  answer = -2,530,793 
minus eight million, eight hundred and eighty-five thousand, four hundred and sixty-five =  answer = -8,085,465 
minus six million, eight hundred and thirty-seven thousand, eight hundred and seventeen =  answer = -6,837,817
minus seven million, eight hundred and fifty thousand, nine hundred and forty-four =  answer = -7,850,944 
minus six million, five hundred and ninety-one thousand, nine hundred and eighty-six =  answer = -6,591,986 
minus six million, three hundred and eighty-six thousand, four hundred and sixty-three =  answer = -6,038,463 
minus two million, seven hundred and fifty-four thousand, eight hundred and ninety-four =  answer = -2,075,489,894 
minus three million, six hundred and ninety-eight thousand, one hundred and ninety-three =  answer = -3,006,981 
minus six million, five hundred and thirty-three thousand, one hundred and eighty-seven =  answer = -6,533,187 
minus seven million, nine hundred and six thousand, two hundred and fifty-eight =  answer = -7,096,258 
minus nine million, three hundred and twelve thousand, five hundred and ninety =  answer = -9,000,312 
minus five million, eight hundred and thirty-five thousand, four hundred and ninety-two =  answer = -5,835,492 
minus seven million, seven hundred and eighteen thousand, four hundred and seventy-three =  answer = -7,018,473 
minus one million, six hundred and fifteen thousand, six hundred and seventy-five =  answer = -1006750 
minus eight million, six hundred and thirty thousand, seven hundred and twelve =  answer = -8,630,712 
minus two million, four hundred and seventy-seven thousand, three hundred and ninety-eight =  answer = -2,047,398 
minus six million, two hundred and seventy-six thousand, seven hundred and twenty-two =  answer = -6,276,722 
minus five million, two hundred and thirty-four thousand, five hundred and fifty =  answer = -5,234,550 
minus six million, four hundred and twenty-three thousand, six hundred and thirty-four =  answer = -6,042,363 
minus two million, nine hundred and forty-four thousand, eight hundred and forty-one =  answer = -2,094,841 
minus seven million, seven hundred and eighty thousand, nine hundred and thirty-two =  answer = -7,008,932 
minus nine million, six hundred and thirty-three thousand, four hundred and ninety-two =  answer = -9,000,633 
minus one million, nineteen thousand, three hundred and eleven =  answer = -1009311 
minus eight million, seven hundred and fifty thousand, six hundred and seventy-six =  answer = -8,750,676 
minus seven million, nine hundred and thirty-three thousand, one hundred and forty-three =  answer = -7,093,143 
