zero =  answer = 0 
eight million, two hundred and seventy thousand, two hundred and fifty-one =  answer = 8270251 
four million, one hundred and seventy-six thousand, nine hundred and fifty-two =  answer = 4176952 
two million, four hundred and five thousand, one hundred and seventy-seven =  answer = 20045177 
eight million, seven hundred and eighty-six thousand, three hundred and thirty-one =  answer = 8786331 
eight million, seven hundred and thirty-two thousand, nine hundred and twenty-nine =  answer = 8732929 
four million, seventy-six thousand, four hundred and fifty =  answer = ? 
four million, one hundred and thirty-five thousand and forty-eight =  answer = 4135048 
eight million, three hundred and fifty-two thousand, seven hundred and sixteen =  answer = 8352716 
one million, eight hundred and forty-two thousand and forty-two =  answer = 1842042 
seven million, three hundred and eighty-eight thousand and fifty-one =  answer = 738851 
nine million, one hundred and sixty-nine thousand, two hundred and twelve =  answer = 90169212 
two million, four hundred and twenty-one thousand, six hundred and thirty-four =  answer = 200421634 
nine million, one hundred and sixty-two thousand, four hundred and seventy =  answer = 9162470 
three million, seven hundred and ninety-nine thousand, nine hundred and seventeen =  answer = 300799917 
three million, twenty-three thousand, three hundred and nine =  answer = 3002309 
one million, one hundred and forty-nine thousand, two hundred and ten =  answer = 1000149200 
one million, five hundred and twenty-two thousand, five hundred and eighty-two =  answer = 1522582 
six million, one hundred and ninety-four thousand and ninety-four =  answer = 6194949 
nine million, seven hundred and forty-one thousand, two hundred and sixty-four =  answer = 900741264 
three million, three hundred and seventy-five thousand, two hundred and forty-nine =  answer = 300375249 
one million, thirty-one thousand, nine hundred and seventy-six =  answer = 1000000 + 31000 + 976 = 1034876 
two million, fifty-one thousand, two hundred and sixty-nine =  answer = 2051269 
eight million, three hundred and ninety-three thousand, four hundred and sixty-nine =  answer = 8393469 
two million, five hundred and ten thousand, one hundred and fifty-two =  answer = 200510152 
seven million, eight hundred and thirty-six thousand, one hundred and eighty-one =  answer = 7836181 
seven million, ninety-seven thousand, seven hundred and fifty-five =  answer = 7009755 
seven million, six hundred and eighty-four thousand, two hundred and forty-eight =  answer = 70084248 
eight million, three hundred and ninety-four thousand, one hundred and thirty-four =  answer = 8394134 
nine million, one hundred and ninety-six thousand and eighteen =  answer = 9196818 
five million, four hundred and fifty thousand, one hundred and sixty-seven =  answer = 50045167 
four million, one hundred and twenty-eight thousand, two hundred and ten =  answer = 4128210 
six million, four thousand, three hundred and sixty-one =  answer = 6004361 
four million, seven hundred and seventy-four thousand, one hundred and seventy =  answer = 4774170 
six million, sixty-three thousand, eight hundred and ninety-one =  answer = 600891 
two million, one hundred and fifty-four thousand, three hundred and fifty-eight =  answer = 200154358 
three million, three hundred and eighty-six thousand, two hundred and forty-four =  answer = ? 
three million, six hundred and seventy-six thousand, one hundred and twenty-nine =  answer = 300676129 
seven million, eight hundred and ninety-six thousand, three hundred and fifty-five =  answer = 7896355 
six million, two hundred and fifty-nine thousand, four hundred and seventeen =  answer = 6259417 
five million, three hundred and ninety thousand, three hundred and fifty-four =  answer = 5390354 
six million, nine hundred and thirteen thousand, one hundred and fifty-four =  answer = 6913154 
seven million, five hundred and eighty-three thousand, five hundred and eighty-eight =  answer = 7583588 
two million, nine hundred and forty-seven thousand, one hundred and nine =  answer = 20947109 
seven million, one hundred and seventy-six thousand, eight hundred and fifty-one =  answer = 7176851 
nine million, nine hundred and forty-six thousand, three hundred and thirty-nine =  answer = 900000946339 
nine million, five hundred and sixty-seven thousand, four hundred and twenty-nine =  answer = 9567429
